Travel_Time_Code,County_Code,Mpo_Code
120N19233,36059,36198201
120N19235,36103,36198201
120N19239,36047,36198201
120N19245,36059,36198201
120N19247,36005,36198201
120N19250,36005,36198201
120N19251,36047,36198201
120N19252,36047,36198201
120N19253,36047,36198201
120N19256,36047,36198201
120N19257,36047,36198201
120N19261,36005,36198201
120N19262,36005,36198201
120N19267,36081,36198201
120N19274,36103,36198201
120N19285,36059,36198201
120N19288,36059,36198201
120N19294,36047,36198201
120N19295,36047,36198201
120N19305,36005,36198201
120N19307,36005,36198201
120N19308,36005,36198201
120N19309,36005,36198201
120N19316,36005,36198201
120N19317,36005,36198201
120N19318,36005,36198201
120N19319,36005,36198201
120N19320,36005,36198201
120N19331,36103,36198201
120N19336,36005,36198201
120N19338,36005,36198201
120N19350,36081,36198201
120N19356,36103,36198201
120N19357,36103,36198201
120N19376,36081,36198201
120N19377,36081,36198201
120N19378,36103,36198201
120N19386,36081,36198201
120N19388,36103,36198201
120N19408,36061,36198201
120N19412,36047,36198201
120N19419,36103,36198201
120N19441,36061,36198201
120N19445,36085,36198201
120N19447,36047,36198201
120N19454,36085,36198201
120N19461,36059,36198201
120N19464,36081,36198201
120N19467,36081,36198201
120N19469,36081,36198201
120N19470,36005,36198201
120N19471,36005,36198201
120N19473,36047,36198201
120N19476,36047,36198201
120N19478,36005,36198201
120N19480,36081,36198201
120N19481,36081,36198201
120N19493,36059,36198201
120N19497,36047,36198201
120N19498,36047,36198201
120N19501,36047,36198201
120N19507,36047,36198201
120N19512,36059,36198201
120N19514,36081,36198201
120N19515,36081,36198201
120N19517,36081,36198201
120N19518,36081,36198201
120N19519,36081,36198201
120N19520,36081,36198201
120N19521,36081,36198201
120N19523,36081,36198201
120N19534,36081,36198201
120N19535,36047,36198201
120N19536,36081,36198201
120N19569,36119,36198201
120N19570,36119,36198201
120N19571,36119,36198201
120N19572,36119,36198201
120N19574,36119,36198201
120N19688,36119,36198201
120N19690,36119,36198201
120N19691,36119,36198201
120N19692,36119,36198201
120N19693,36119,36198201
120N19694,36119,36198201
120N19707,36119,36198201
120N19708,36119,36198201
120N19722,36119,36198201
120N19723,36119,36198201
120N19729,36119,36198201
120N19735,36119,36198201
120N19736,36119,36198201
120N19742,36119,36198201
120N19889,36087,36198201
120N19891,36087,36198201
120N19988,36119,36198201
120N20016,36087,36198201
120N20017,36087,36198201
120N20020,36087,36198201
120N20062,36119,36198201
120N20103,36119,36198201
120N20107,36119,36198201
120N20675,36119,36198201
120N20888,36119,36198201
120N20889,36119,36198201
120N20903,36119,36198201
120N20971,36119,36198201
120N21284,36087,36198201
120N21301,36119,36198201
120N21303,36119,36198201
120N21307,36119,36198201
120N21386,36119,36198201
120N21455,36119,36198201
120N21469,36119,36198201
120N21473,36119,36198201
120N21545,36119,36198201
120N21548,36119,36198201
120N21550,36119,36198201
120N21597,36119,36198201
120N21615,36119,36198201
120N21616,36119,36198201
120N21666,36119,36198201
120N21755,36087,36198201
120N21794,36119,36198201
120N21814,36087,36198201
120N21881,36119,36198201
120N21898,36119,36198201
120N21910,36119,36198201
120N21935,36079,36198201
120N21943,36119,36198201
120N21958,36119,36198201
120N21959,36119,36198201
120N22043,36119,36198201
120N22223,36119,36198201
120N22236,36119,36198201
120N22256,36087,36198201
120N22271,36119,36198201
120N22272,36119,36198201
120N22286,36119,36198201
120N22337,36119,36198201
120N22346,36087,36198201
120N22395,36119,36198201
120N22399,36119,36198201
120N22434,36119,36198201
120N22437,36119,36198201
120N22466,36119,36198201
120N22567,36119,36198201
120N22689,36119,36198201
120N22762,36119,36198201
120N22764,36119,36198201
120N22842,36087,36198201
120N22907,36119,36198201
120N22933,36119,36198201
120N23005,36119,36198201
120N23043,36119,36198201
120N23056,36119,36198201
120N23057,36119,36198201
120N23094,36119,36198201
120N23100,36119,36198201
120N23105,36119,36198201
120N23112,36087,36198201
120N23141,36071,36198202
120N23250,36119,36198201
120N23276,36119,36198201
120N23329,36119,36198201
120N23368,36087,36198201
120N23383,36119,36198201
120N23459,36087,36198201
120N23538,36119,36198201
120N24585,36085,36198201
120N24589,36085,36198201
120N24602,36119,36198201
120N24609,36001,36197300
120N24610,36001,36197300
120N24622,36001,36197300
120N24625,36001,36197300
120N24638,36083,36197300
120N24648,36083,36197300
120N24651,36083,36197300
120N24658,36001,36197300
120N24660,36001,36197300
120N24664,36001,36197300
120N24668,36001,36197300
120N24671,36001,36197300
120N24685,36001,36197300
120N24689,36001,36197300
120N24690,36001,36197300
120N24699,36001,36197300
120N24700,36001,36197300
120N24866,36091,36197300
120N24876,36091,36197300
120N24887,36091,36197300
120N24939,36001,36197300
120N25154,36093,36197300
120N25335,36091,36197300
120N25339,36091,36197300
120N25342,36093,36197300
120N25344,36093,36197300
120N25345,36001,36197300
120N25366,36001,36197300
120N25379,36001,36197300
120N25380,36001,36197300
120N25389,36001,36197300
120N25393,36001,36197300
120N25396,36001,36197300
120N25398,36083,36197300
120N25402,36083,36197300
120N25414,36093,36197300
120N27984,36027,
120N27986,36021,
120N28012,36059,36198201
120N28013,36059,36198201
120N28017,36047,36198201
120N28018,36087,36198201
120N28912,36061,36198201
120N29402,36119,36198201
120N29403,36081,36198201
120N29404,36081,36198201
120N29405,36081,36198201
120N29678,36093,36197300
120N29704,36119,36198201
120N29714,36027,36198203
120N29721,36027,36198203
120N29827,36119,36198201
120N29833,36103,36198201
120N29839,36081,36198201
120N29843,36019,
120N29844,36019,
120N30176,36061,36198201
120N30181,36071,36198202
120N30182,36071,36198202
120N30184,36119,36198201
120N30185,36119,36198201
120N30194,36119,36198201
120N30195,36119,36198201
120N30203,36001,36197300
120N30521,36005,36198201
120P04098,36027,36198203
120P04099,36027,36198203
120P04100,36027,36198203
120P04101,36027,36198203
120P04102,36027,36198203
120P04105,36087,36198201
120P04106,36087,36198201
120P04107,36071,36198202
120P04108,36071,36198202
120P04110,36071,36198202
120P04111,36071,36198202
120P04112,36071,36198202
120P04113,36071,36198202
120P04114,36071,36198202
120P04115,36071,36198202
120P04117,36071,36198202
120P04118,36071,36198202
120P04121,36071,36198202
120P04122,36071,36198202
120P04123,36071,36198202
120P04124,36071,36198202
120P04125,36071,36198202
120P04126,36071,36198202
120P04127,36071,36198202
120P04128,36071,36198202
120P04129,36071,36198202
120P04130,36071,36198202
120P04131,36071,
120P04133,36027,36198203
120P04134,36027,36198203
120P04135,36027,36198203
120P04136,36027,36198203
120P04137,36027,36198203
120P04138,36079,36198201
120P04139,36079,36198201
120P04140,36079,36198201
120P04141,36079,36198201
120P04142,36079,36198201
120P04162,36119,36198201
120P04163,36119,36198201
120P04164,36119,36198201
120P04165,36119,36198201
120P04166,36119,36198201
120P04167,36119,36198201
120P04168,36119,36198201
120P04169,36119,36198201
120P04170,36119,36198201
120P04171,36119,36198201
120P04172,36119,36198201
120P04173,36079,36198201
120P04174,36079,36198201
120P04175,36079,36198201
120P04177,36087,36198201
120P04178,36087,36198201
120P04179,36087,36198201
120P04180,36087,36198201
120P04181,36087,36198201
120P04182,36087,36198201
120P04183,36087,36198201
120P04184,36087,36198201
120P04185,36087,36198201
120P04186,36087,36198201
120P04187,36087,36198201
120P04188,36087,36198201
120P04189,36071,36198202
120P04190,36071,36198202
120P04191,36071,36198202
120P04192,36071,36198202
120P04193,36119,36198201
120P04194,36119,36198201
120P04195,36119,36198201
120P04196,36119,36198201
120P04197,36119,36198201
120P04199,36119,36198201
120P04200,36119,36198201
120P04201,36119,36198201
120P04202,36119,36198201
120P04203,36119,36198201
120P04204,36119,36198201
120P04205,36119,36198201
120P04206,36119,36198201
120P04207,36119,36198201
120P04208,36119,36198201
120P04209,36119,36198201
120P04210,36119,36198201
120P04227,36119,36198201
120P04228,36119,36198201
120P04229,36119,36198201
120P04230,36119,36198201
120P04231,36119,36198201
120P04232,36119,36198201
120P04233,36119,36198201
120P04234,36119,36198201
120P04235,36119,36198201
120P04236,36119,36198201
120P04237,36119,36198201
120P04238,36119,36198201
120P04239,36119,36198201
120P04240,36119,36198201
120P04241,36119,36198201
120P04242,36119,36198201
120P04243,36119,36198201
120P04244,36119,36198201
120P04247,36087,36198201
120P04248,36087,36198201
120P04249,36087,36198201
120P04250,36087,36198201
120P04251,36087,36198201
120P04252,36087,36198201
120P04253,36087,36198201
120P04255,36087,36198201
120P04258,36087,36198201
120P04260,36087,36198201
120P04361,36005,36198201
120P04362,36005,36198201
120P04363,36005,36198201
120P04364,36005,36198201
120P04365,36005,36198201
120P04367,36005,36198201
120P04368,36005,36198201
120P04369,36005,36198201
120P04370,36005,36198201
120P04371,36005,36198201
120P04372,36005,36198201
120P04373,36005,36198201
120P04374,36119,36198201
120P04375,36119,36198201
120P04376,36119,36198201
120P04377,36119,36198201
120P04378,36119,36198201
120P04379,36119,36198201
120P04380,36119,36198201
120P04381,36119,36198201
120P04382,36119,36198201
120P04385,36119,36198201
120P04386,36119,36198201
120P04387,36119,36198201
120P04388,36119,36198201
120P04389,36119,36198201
120P04390,36119,36198201
120P04391,36119,36198201
120P04392,36119,36198201
120P04393,36119,36198201
120P04394,36119,36198201
120P04395,36119,36198201
120P04396,36119,36198201
120P04397,36119,36198201
120P04425,36005,36198201
120P04427,36005,36198201
120P04428,36005,36198201
120P04429,36005,36198201
120P04430,36005,36198201
120P04431,36005,36198201
120P04432,36119,36198201
120P04433,36119,36198201
120P04434,36119,36198201
120P04435,36119,36198201
120P04436,36119,36198201
120P04437,36119,36198201
120P04438,36119,36198201
120P04440,36119,36198201
120P04441,36119,36198201
120P04442,36119,36198201
120P04443,36119,36198201
120P04444,36119,36198201
120P04445,36119,36198201
120P04446,36119,36198201
120P04447,36119,36198201
120P04448,36119,36198201
120P04449,36119,36198201
120P04450,36119,36198201
120P04451,36119,36198201
120P04452,36119,36198201
120P04453,36119,36198201
120P04454,36119,36198201
120P04741,36103,36198201
120P04742,36103,36198201
120P04743,36103,36198201
120P04744,36103,36198201
120P04745,36103,36198201
120P04746,36103,36198201
120P04747,36103,36198201
120P04748,36103,36198201
120P04749,36103,36198201
120P04750,36103,36198201
120P04751,36103,36198201
120P04752,36103,36198201
120P04753,36103,36198201
120P04754,36103,36198201
120P04755,36103,36198201
120P04756,36103,36198201
120P04757,36103,36198201
120P04758,36103,36198201
120P04759,36103,36198201
120P04760,36103,36198201
120P04761,36103,36198201
120P04762,36103,36198201
120P04763,36103,36198201
120P04764,36103,36198201
120P04765,36103,36198201
120P04794,36005,36198201
120P04795,36005,36198201
120P04796,36005,36198201
120P04797,36005,36198201
120P04798,36005,36198201
120P04799,36005,36198201
120P04800,36005,36198201
120P04801,36005,36198201
120P04802,36005,36198201
120P04803,36005,36198201
120P04804,36005,36198201
120P04805,36005,36198201
120P04806,36005,36198201
120P04807,36005,36198201
120P04808,36005,36198201
120P04809,36005,36198201
120P04810,36005,36198201
120P04811,36005,36198201
120P04812,36005,36198201
120P04813,36119,36198201
120P04814,36119,36198201
120P04815,36119,36198201
120P04817,36119,36198201
120P04818,36119,36198201
120P04819,36119,36198201
120P04820,36119,36198201
120P04821,36119,36198201
120P04822,36119,36198201
120P04823,36119,36198201
120P04864,36103,36198201
120P04865,36103,36198201
120P04866,36103,36198201
120P04867,36103,36198201
120P04868,36103,36198201
120P04869,36103,36198201
120P04870,36103,36198201
120P04871,36103,36198201
120P04872,36103,36198201
120P04873,36103,36198201
120P04875,36103,36198201
120P04876,36103,36198201
120P04877,36103,36198201
120P04878,36103,36198201
120P04879,36103,36198201
120P04880,36103,36198201
120P04881,36047,36198201
120P04882,36047,36198201
120P04883,36047,36198201
120P04884,36047,36198201
120P04887,36103,36198201
120P04888,36103,36198201
120P04889,36103,36198201
120P04890,36103,36198201
120P04891,36103,36198201
120P04892,36103,36198201
120P04893,36103,36198201
120P04894,36103,36198201
120P04895,36103,36198201
120P04896,36103,36198201
120P04897,36103,36198201
120P04899,36103,36198201
120P04900,36103,36198201
120P04901,36103,36198201
120P04902,36103,36198201
120P04903,36103,36198201
120P04904,36103,36198201
120P04905,36103,36198201
120P04906,36103,36198201
120P04907,36103,36198201
120P04909,36103,36198201
120P04911,36103,36198201
120P04912,36103,36198201
120P04913,36103,36198201
120P04914,36103,36198201
120P04915,36103,36198201
120P04916,36103,36198201
120P04917,36103,36198201
120P04918,36059,36198201
120P04919,36059,36198201
120P04921,36059,36198201
120P04922,36059,36198201
120P04923,36059,36198201
120P04924,36059,36198201
120P04925,36059,36198201
120P04926,36059,36198201
120P04928,36059,36198201
120P04929,36059,36198201
120P04930,36059,36198201
120P04931,36059,36198201
120P04932,36059,36198201
120P04933,36059,36198201
120P04934,36081,36198201
120P04936,36081,36198201
120P04937,36081,36198201
120P04938,36081,36198201
120P04939,36081,36198201
120P04940,36081,36198201
120P04941,36081,36198201
120P04942,36081,36198201
120P04943,36081,36198201
120P04944,36081,36198201
120P04945,36081,36198201
120P04946,36081,36198201
120P04947,36081,36198201
120P04948,36081,36198201
120P04949,36081,36198201
120P04950,36081,36198201
120P04953,36081,36198201
120P04954,36081,36198201
120P04978,36085,36198201
120P04979,36085,36198201
120P04980,36085,36198201
120P04982,36085,36198201
120P04983,36085,36198201
120P04984,36085,36198201
120P04985,36085,36198201
120P04986,36085,36198201
120P04988,36085,36198201
120P04990,36085,36198201
120P04992,36047,36198201
120P04993,36047,36198201
120P04994,36047,36198201
120P04995,36047,36198201
120P04996,36047,36198201
120P04997,36047,36198201
120P04998,36047,36198201
120P04999,36047,36198201
120P05000,36047,36198201
120P05001,36047,36198201
120P05002,36047,36198201
120P05003,36047,36198201
120P05004,36047,36198201
120P05005,36047,36198201
120P05006,36047,36198201
120P05007,36047,36198201
120P05008,36047,36198201
120P05009,36047,36198201
120P05010,36047,36198201
120P05011,36081,36198201
120P05012,36081,36198201
120P05013,36081,36198201
120P05014,36081,36198201
120P05015,36081,36198201
120P05016,36081,36198201
120P05017,36081,36198201
120P05018,36081,36198201
120P05020,36081,36198201
120P05021,36081,36198201
120P05022,36081,36198201
120P05023,36061,36198201
120P05024,36061,36198201
120P05025,36005,36198201
120P05026,36005,36198201
120P05027,36005,36198201
120P05028,36005,36198201
120P05029,36005,36198201
120P05030,36005,36198201
120P05031,36005,36198201
120P05032,36005,36198201
120P05033,36081,36198201
120P05034,36081,36198201
120P05035,36081,36198201
120P05037,36081,36198201
120P05038,36081,36198201
120P05039,36081,36198201
120P05040,36061,36198201
120P05042,36061,36198201
120P05043,36061,36198201
120P05047,36061,36198201
120P05049,36103,36198201
120P05050,36103,36198201
120P05051,36103,36198201
120P05052,36103,36198201
120P05053,36103,36198201
120P05055,36103,36198201
120P05056,36103,36198201
120P05057,36103,36198201
120P05058,36103,36198201
120P05059,36103,36198201
120P05060,36103,36198201
120P05061,36103,36198201
120P05062,36103,36198201
120P05063,36103,36198201
120P05064,36103,36198201
120P05067,36119,36198201
120P05068,36119,36198201
120P05069,36119,36198201
120P05070,36119,36198201
120P05071,36119,36198201
120P05072,36119,36198201
120P05073,36119,36198201
120P05075,36103,36198201
120P05076,36103,36198201
120P05077,36103,36198201
120P05078,36103,36198201
120P05079,36103,36198201
120P05080,36103,36198201
120P05081,36103,36198201
120P05082,36059,36198201
120P05083,36059,36198201
120P05084,36059,36198201
120P05085,36059,36198201
120P05086,36059,36198201
120P05087,36059,36198201
120P05088,36059,36198201
120P05089,36059,36198201
120P05090,36059,36198201
120P05091,36059,36198201
120P05092,36059,36198201
120P05093,36059,36198201
120P05094,36059,36198201
120P05095,36059,36198201
120P05096,36059,36198201
120P05097,36059,36198201
120P05098,36059,36198201
120P05101,36047,36198201
120P05107,36081,36198201
120P05108,36081,36198201
120P05109,36081,36198201
120P05110,36081,36198201
120P05111,36081,36198201
120P05112,36081,36198201
120P05113,36081,36198201
120P05114,36081,
120P05115,36005,
120P05117,36005,36198201
120P05118,36005,36198201
120P05120,36061,36198201
120P05121,36061,36198201
120P05122,36061,36198201
120P05123,36061,36198201
120P05124,36061,36198201
120P05126,36061,36198201
120P05127,36061,36198201
120P05129,36061,36198201
120P05130,36005,36198201
120P05131,36005,36198201
120P05132,36005,36198201
120P05133,36005,36198201
120P05134,36005,36198201
120P05135,36005,36198201
120P05136,36005,36198201
120P05137,36005,36198201
120P05138,36119,36198201
120P05139,36119,36198201
120P05140,36119,36198201
120P05141,36119,36198201
120P05142,36005,36198201
120P05143,36005,36198201
120P05144,36005,36198201
120P05146,36081,36198201
120P05147,36081,36198201
120P05148,36081,36198201
120P05149,36081,36198201
120P05150,36081,36198201
120P05151,36081,36198201
120P05152,36081,36198201
120P05153,36081,36198201
120P05154,36081,36198201
120P05155,36081,36198201
120P05156,36081,36198201
120P05157,36081,36198201
120P05158,36081,36198201
120P05159,36081,36198201
120P05160,36081,36198201
120P05161,36081,36198201
120P05162,36081,36198201
120P05163,36081,36198201
120P05164,36081,36198201
120P05165,36081,36198201
120P05166,36081,36198201
120P05167,36081,36198201
120P05168,36081,36198201
120P05169,36081,36198201
120P05170,36081,36198201
120P05171,36081,36198201
120P05172,36081,36198201
120P05175,36005,36198201
120P05176,36005,36198201
120P05177,36005,36198201
120P05179,36081,36198201
120P05180,36081,36198201
120P05181,36081,36198201
120P05182,36081,36198201
120P05183,36081,36198201
120P05184,36081,36198201
120P05185,36081,36198201
120P05186,36081,36198201
120P05187,36081,36198201
120P05188,36081,36198201
120P05190,36081,36198201
120P05191,36081,36198201
120P05192,36081,36198201
120P05193,36081,36198201
120P05196,36005,36198201
120P05197,36005,36198201
120P05198,36005,36198201
120P05199,36005,36198201
120P05200,36005,36198201
120P05201,36005,36198201
120P05202,36005,36198201
120P05203,36005,36198201
120P05204,36005,36198201
120P05205,36119,36198201
120P05206,36119,36198201
120P05207,36119,36198201
120P05208,36119,36198201
120P05209,36119,36198201
120P05210,36081,36198201
120P05211,36081,36198201
120P05212,36081,36198201
120P05213,36081,36198201
120P05214,36081,36198201
120P05215,36081,36198201
120P05216,36081,36198201
120P05217,36059,36198201
120P05218,36059,36198201
120P05219,36059,36198201
120P05220,36059,36198201
120P05221,36059,36198201
120P05222,36059,36198201
120P05223,36059,36198201
120P05224,36059,36198201
120P05225,36059,36198201
120P05226,36059,36198201
120P05228,36059,36198201
120P05229,36059,36198201
120P05230,36059,36198201
120P05231,36059,36198201
120P05232,36059,36198201
120P05233,36059,36198201
120P05234,36059,36198201
120P05235,36059,36198201
120P05236,36059,36198201
120P05237,36059,36198201
120P05238,36059,36198201
120P05239,36059,36198201
120P05240,36059,36198201
120P05241,36103,36198201
120P05242,36103,36198201
120P05243,36103,36198201
120P05244,36103,36198201
120P05245,36103,36198201
120P05246,36103,36198201
120P05247,36103,36198201
120P05248,36103,36198201
120P05249,36103,36198201
120P05250,36103,36198201
120P05251,36103,36198201
120P05252,36103,36198201
120P05253,36103,36198201
120P05254,36103,36198201
120P05255,36103,36198201
120P05256,36103,36198201
120P05257,36103,36198201
120P05259,36005,36198201
120P05260,36005,36198201
120P05264,36059,36198201
120P05265,36059,36198201
120P05266,36059,36198201
120P05267,36059,36198201
120P05268,36059,36198201
120P05269,36059,36198201
120P05270,36059,36198201
120P05271,36059,36198201
120P05272,36059,36198201
120P05273,36059,36198201
120P05274,36059,36198201
120P05275,36059,36198201
120P05281,36059,36198201
120P05282,36059,36198201
120P05283,36059,36198201
120P05284,36059,36198201
120P05285,36059,36198201
120P05286,36059,36198201
120P05287,36059,36198201
120P05288,36059,36198201
120P05291,36061,36198201
120P05292,36061,36198201
120P05293,36061,36198201
120P05294,36061,36198201
120P05296,36061,36198201
120P05297,36061,36198201
120P05298,36061,36198201
120P05299,36061,36198201
120P05300,36061,36198201
120P05301,36061,36198201
120P05302,36061,36198201
120P05303,36061,36198201
120P05304,36061,36198201
120P05305,36061,36198201
120P05306,36061,36198201
120P05307,36061,36198201
120P05308,36061,36198201
120P05309,36061,36198201
120P05310,36059,36198201
120P05311,36059,36198201
120P05312,36059,36198201
120P05313,36059,36198201
120P05314,36059,36198201
120P05315,36059,36198201
120P05316,36059,36198201
120P05317,36059,36198201
120P05318,36059,36198201
120P05319,36059,36198201
120P05320,36059,36198201
120P05321,36059,36198201
120P05324,36085,36198201
120P05325,36085,36198201
120P05326,36085,36198201
120P05328,36085,36198201
120P05329,36085,36198201
120P05332,36085,36198201
120P05333,36085,36198201
120P05334,36085,36198201
120P05336,36061,36198201
120P05337,36061,36198201
120P05338,36061,36198201
120P05339,36061,36198201
120P05340,36061,36198201
120P05341,36061,36198201
120P05344,36047,36198201
120P05345,36047,36198201
120P05346,36047,36198201
120P05347,36047,36198201
120P05348,36047,36198201
120P05349,36047,36198201
120P05350,36047,36198201
120P05351,36047,36198201
120P05352,36047,36198201
120P05353,36047,36198201
120P05354,36047,36198201
120P05355,36081,36198201
120P05357,36081,36198201
120P05358,36081,36198201
120P05360,36081,36198201
120P05361,36081,36198201
120P05363,36081,36198201
120P05365,36081,36198201
120P05366,36081,36198201
120P05367,36081,36198201
120P05369,36047,36198201
120P05370,36047,36198201
120P05375,36081,36198201
120P05376,36081,36198201
120P05377,36081,36198201
120P05378,36059,36198201
120P05379,36059,36198201
120P05380,36081,36198201
120P05381,36081,36198201
120P05382,36081,36198201
120P05383,36081,36198201
120P05384,36081,36198201
120P05385,36081,36198201
120P05386,36081,36198201
120P05387,36081,36198201
120P05388,36081,36198201
120P05389,36081,36198201
120P05390,36081,36198201
120P05394,36061,36198201
120P05405,36081,36198201
120P05406,36081,36198201
120P05409,36005,36198201
120P05411,36005,36198201
120P05429,36071,36198202
120P05430,36071,36198202
120P05439,36071,36198202
120P05440,36071,36198202
120P05442,36071,36198202
120P05443,36071,36198202
120P05444,36071,36198202
120P05445,36071,36198202
120P05446,36071,36198202
120P05834,36039,
120P05835,36001,36197300
120P05836,36001,36197300
120P05837,36001,36197300
120P05839,36083,36197300
120P05840,36083,36197300
120P05841,36083,36197300
120P05842,36083,36197300
120P05843,36083,36197300
120P05844,36083,36197300
120P05845,36001,36197300
120P05846,36001,36197300
120P05847,36001,36197300
120P05848,36001,36197300
120P05849,36001,36197300
120P05850,36001,36197300
120P05851,36001,36197300
120P05852,36001,36197300
120P05853,36001,36197300
120P05854,36001,36197300
120P05855,36001,36197300
120P05856,36093,36197300
120P05857,36093,36197300
120P05860,36001,36197300
120P05861,36001,36197300
120P05862,36001,36197300
120P05863,36001,36197300
120P05864,36001,36197300
120P05865,36001,36197300
120P05866,36091,36197300
120P05867,36091,36197300
120P05868,36091,36197300
120P05869,36091,36197300
120P05870,36091,36197300
120P05871,36091,36197300
120P05872,36091,36197300
120P05873,36091,36197300
120P05874,36091,36197300
120P05875,36091,36197300
120P05876,36001,36197300
120P05877,36001,36197300
120P05878,36093,36197300
120P05879,36093,36197300
120P05880,36093,36197300
120P05881,36093,36197300
120P05882,36093,36197300
120P05883,36093,36197300
120P05884,36093,36197300
120P05885,36093,36197300
120P05886,36093,36197300
120P05887,36093,36197300
120P05888,36083,36197300
120P05889,36001,36197300
120P05891,36001,36197300
120P05892,36001,36197300
120P05893,36001,36197300
120P05894,36001,36197300
120P05895,36001,36197300
120P05914,36077,
120P05915,36077,
120P05916,36077,
120P05917,36077,
120P05935,36001,36197300
120P05936,36001,36197300
120P05937,36001,36197300
120P05938,36001,36197300
120P05939,36001,36197300
120P05940,36001,36197300
120P05941,36001,36197300
120P05942,36001,36197300
120P06132,36087,36198201
120P06140,36071,36198202
120P06141,36071,36198202
120P06188,36025,
120P06189,36077,
120P06190,36077,
120P06191,36077,
120P06192,36077,
120P06193,36095,
120P06205,36111,36200300
120P06206,36111,36200300
120P06207,36111,36200300
120P06208,36039,
120P06209,36039,
120P06211,36091,36197300
120P06212,36091,36198204
120P06213,36113,36198204
120P06215,36025,
120P06216,36025,
120P06217,36095,
120P06218,36095,
120P06219,36095,
120P06221,36113,36198204
120P06222,36113,36198204
120P06223,36113,36198204
120P06224,36113,36198204
120P06225,36113,36198204
120P06226,36113,36198204
120P06227,36113,36198204
120P06228,36113,36198204
120P06229,36113,36198204
120P06230,36113,36198204
120P06231,36113,36198204
120P06232,36031,
120P06233,36031,
120P06234,36031,
120P06235,36031,
120P06236,36031,
120P06237,36031,
120P06238,36031,
120P06239,36019,
120P06240,36019,
120P06241,36019,
120P06242,36019,
120P06243,36019,
120P06244,36019,
120P06245,36019,
120P06246,36019,
120P06247,36019,
120P06248,36019,
120P06251,36057,
120P06252,36057,
120P06253,36057,
120P06254,36043,36197200
120P06255,36043,36197200
120P06258,36021,
120P06260,36021,
120P06263,36093,36197300
120P06264,36093,36197300
120P06268,36105,
120P06269,36105,
120P06270,36105,
120P06271,36105,
120P06272,36105,
120P06273,36105,
120P06274,36105,
120P06275,36105,
120P06276,36105,
120P06277,36105,
120P06278,36105,
120P06279,36105,
120P06280,36105,
120P06281,36105,
120P06282,36105,
120P06283,36105,
120P06284,36105,
120P06285,36105,
120P06287,36025,
120P06291,36083,36197300
120P06292,36083,36197300
120P06294,36103,36198201
120P06295,36103,36198201
120P06296,36103,36198201
120P06297,36103,36198201
120P06298,36059,36198201
120P06299,36059,36198201
120P06303,36059,36198201
120P06305,36059,36198201
120P06310,36059,36198201
120P06313,36059,36198201
120P06317,36059,36198201
120P06318,36059,36198201
120P06322,36059,36198201
120P06329,36081,36198201
120P06334,36081,36198201
120P06339,36081,36198201
120P06340,36081,36198201
120P06341,36081,36198201
120P06342,36081,36198201
120P06343,36081,36198201
120P06347,36047,36198201
120P06348,36047,36198201
120P06350,36047,36198201
120P06352,36047,36198201
120P06355,36047,36198201
120P06358,36047,36198201
120P06360,36103,36198201
120P06361,36103,36198201
120P06362,36103,36198201
120P06363,36103,36198201
120P06367,36103,36198201
120P06375,36103,36198201
120P06378,36103,36198201
120P06380,36103,36198201
120P06382,36103,36198201
120P06383,36103,36198201
120P06384,36103,36198201
120P06387,36081,36198201
120P06393,36081,36198201
120P06396,36081,36198201
120P06397,36081,36198201
120P06398,36081,36198201
120P06401,36081,36198201
120P06402,36081,36198201
120P06403,36059,36198201
120P06404,36081,36198201
120P06406,36081,36198201
120P06407,36059,36198201
120P06413,36059,36198201
120P06416,36059,36198201
120P06417,36059,36198201
120P06418,36059,36198201
120P06421,36059,36198201
120P06422,36059,36198201
120P06426,36059,36198201
120P06427,36059,36198201
120P06428,36059,36198201
120P06429,36059,36198201
120P06430,36059,36198201
120P06435,36103,36198201
120P06438,36103,36198201
120P06439,36103,36198201
120P06443,36103,36198201
120P06444,36103,36198201
120P06446,36103,36198201
120P06449,36103,36198201
120P06451,36103,36198201
120P06453,36103,36198201
120P06458,36103,36198201
120P06461,36103,36198201
120P06469,36103,36198201
120P06471,36103,36198201
120P06474,36103,36198201
120P06477,36103,36198201
120P06478,36103,36198201
120P06479,36103,36198201
120P06480,36103,36198201
120P06481,36103,36198201
120P06482,36103,36198201
120P06483,36103,36198201
120P06493,36103,36198201
120P06494,36103,36198201
120P06495,36103,36198201
120P06496,36103,36198201
120P06497,36103,36198201
120P06500,36103,36198201
120P06501,36103,36198201
120P06505,36103,36198201
120P06506,36103,36198201
120P06507,36103,36198201
120P06508,36103,36198201
120P06509,36103,36198201
120P06512,36103,36198201
120P06513,36103,36198201
120P06514,36103,36198201
120P06515,36103,36198201
120P06516,36103,36198201
120P06519,36103,36198201
120P06520,36103,36198201
120P06521,36103,36198201
120P06523,36103,36198201
120P06524,36103,36198201
120P06525,36103,36198201
120P06526,36103,36198201
120P06527,36103,36198201
120P06529,36103,36198201
120P06531,36103,36198201
120P06532,36103,36198201
120P06534,36103,36198201
120P06535,36103,36198201
120P06536,36103,36198201
120P06537,36103,36198201
120P06539,36103,36198201
120P06540,36103,36198201
120P06541,36103,36198201
120P06542,36103,36198201
120P06544,36103,36198201
120P06545,36103,36198201
120P06548,36103,36198201
120P06549,36103,36198201
120P06550,36103,36198201
