tmc,length,avg_speedlimit,avo,nhs,nhs_pct,is_controlled_access,is_interstate,directionality,congestion_level,aadt,directional_aadt,county,mpo,ua,regionvd_total,vd_jan,vd_feb,vd_mar,vd_apr,vd_may,vd_jun,vd_jul,vd_aug,vd_sep,vd_oct,vd_nov,vd_decd_total,d_jan,d_feb,d_mar,d_apr,d_may,d_jun,d_jul,d_aug,d_sep,d_oct,d_nov,d_dec
104+08413,0.86996910968,30,1.8162,1,100,false,false,EVEN_DIST,NO2LOW_CONGESTION,11581,5790.5,Erie, GBNRTC,Buffalo, NY,Western New York,2533.6,0,278.92,361.11,145.82,222.34,254.96,206.99,239.19,175.98,221.58,201.25,225.452533.6,0,9248.44,12459.88,5548.39,7966.07,10188.34,8094.77,8818.93,6220.44,8400.85,7584.58,8478.26
120P04813,0.32587180724,55,1.66603,1,100,false,false,EVEN_DIST,NO2LOW_CONGESTION,103664,51832,Westchester, NYMTC,New York--Newark, NY--NJ--CT,Hudson Valley,386.55,0,41.49,17.87,15.8,120,14.53,64.12,6.65,1.09,13.75,6.3,84.94386.55,0,208.5,83.6,79.15,407.6,73.8,278.95,31.25,5.45,68.4,31.25,380.56
104+08245,0.66941540572,30,2.03401,1,100,false,false,EVEN_DIST,NO2LOW_CONGESTION,10443,5221.5,Erie, GBNRTC,Buffalo, NY,Western New York,7299.16,0,600.55,692.38,590.1,627.5,625.35,579.17,578.3,544.71,632.2,689.03,1139.877299.16,0,25598.86,28739.61,25006.95,26271.4,26569.48,24457.34,24854.65,22726.55,26604.63,28938.38,49344.62
120N06350,0.05473657139,30,2.14919,1,100,false,false,EVEN_DIST,NO2LOW_CONGESTION,29374,14687,Kings, NYMTC,New York--Newark, NY--NJ--CT,New York City,1739.41,0,136.47,166.71,129.12,182.64,159.74,130.9,137.68,156.9,180.97,177.85,180.451739.41,0,2195.58,2648.47,2077.07,2811.47,2524.82,2094.96,2228.51,2483.36,2846.06,2832.18,2837.31
120+05110,0.09178271041,50,2.0528,1,100,true,true,EVEN_DIST,NO2LOW_CONGESTION,60449,30224.5,Queens, NYMTC,New York--Newark, NY--NJ--CT,New York City,41.28,15.28,2.76,0.45,0,4.74,5.76,3.76,1.46,0.72,1.02,3.51,1.8241.28,102.74,23.81,3.92,-0.01,42.9,45.83,29.89,13.93,5.97,6.99,28.86,12.9
120+06998,0.78034877035,25,2.11564,1,100,false,false,EVEN_DIST,NO2LOW_CONGESTION,30976,15488,New York, NYMTC,New York--Newark, NY--NJ--CT,New York City,64291.9,0,6025.8,6322.74,5051.86,6198.23,5555.24,4515.3,5134.95,5519.59,6667.37,6880.58,6420.2464291.9,0,84689.09,88445.53,71285.65,85809.29,77381.86,63104.02,71771.31,77026.75,93649.85,95419.79,88553.52
104-05952,0.08120076228,55,1.87611,1,100,true,false,EVEN_DIST,NO2LOW_CONGESTION,18543,9271.5,Oneida, HOCTS,Utica, NY,Mohawk Valley,49.8,45.96,0.28,3.06,0,0.01,0.01,0.13,0.01,0,0,0.34,0.0149.8,1088.49,6.28,68.99,0,0.14,0.14,4.14,0.28,0,0,7.14,0.28
120N18200,0.00725761328,30,1.8819,1,100,false,false,EVEN_DIST,NO2LOW_CONGESTION,32443,16221.5,Nassau, NYMTC,New York--Newark, NY--NJ--CT,Long Island,148.43,0,10.85,10.68,9.43,12.83,13.7,12.31,17.99,16.95,17.73,14.49,11.46148.43,0,134.67,132.51,122.43,165.06,172.15,156.91,238.4,225.96,234.45,191.19,144.77
120+04822,0.01575796856,55,1.66443,1,100,true,true,EVEN_DIST,MODERATE_CONGESTION,127540,63770,Westchester, NYMTC,New York--Newark, NY--NJ--CT,Hudson Valley,527.98,471.87,1.7,2.4,2.44,10.94,6.38,3.07,3.99,3.66,10.2,2.28,9.06527.98,1633.51,6.21,8.78,9.9,36.1,20.3,10.9,13.93,11.11,31.1,7.59,29.89
120+14173,1.91020008707,45,1.87577,1,1,false,false,EVEN_DIST,MODERATE_CONGESTION,24039,12019.5,Putnam, NYMTC,New York--Newark, NY--NJ--CT,Hudson Valley,10942.75,1250.25,612.91,726.59,476.84,839.16,1022.9,848.73,572.66,1066.72,1428.28,1344.05,753.6610942.75,22132,11275.73,13574.59,8795.13,15244.95,18477.72,15654.21,10638.89,19771.03,27167.82,23871.21,13926.25
104N04994,0.25993191672,65,2.17757,1,100,false,false,EVEN_DIST,NO2LOW_CONGESTION,19759,9879.5,Cortland, null,Cortland, NY,Central New York,17.03,5.94,0,0.7,0,9.05,1.33,0,0,0,0,0,017.03,139.24,0,16.03,0,162.08,32.06,0,0,0,0,0,0
104N05012,0.51321516374,65,2.06399,1,100,true,true,EVEN_DIST,NO2LOW_CONGESTION,20422,10211,Jefferson, null,Adams, NY,North Country,16.51,10.86,3.18,0,0,0.56,0,0,0.08,0,0,0,1.8216.51,241.04,53.25,0,0,16.63,0,0,1.63,0,0,0,37.51
